CLAVE MONITOREO,CLAVE SITIO,NOMBRE DEL SITIO,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD,FECHA,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
DLZAC2640-291017,DLZAC2640,POZO SANTA BARBARA,3214,AGUANAVAL,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ACUÍFERO AGUANAVAL,SUBTERRÁNEO,POZO,23.01389,-103.19989,2017-10-13,147.68,397.0,81.96,230.0,0.032,0.0015,1.7761,10.0,1.74826,0.0111,0.003,0.005,0.0005,0.005
DLZAC2640-270518,DLZAC2640,POZO SANTA BARBARA,3214,AGUANAVAL,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ACUÍFERO AGUANAVAL,SUBTERRÁNEO,POZO,23.01389,-103.19989,2018-05-31,159.9,376.0,85.888,252.0,0.025,0.0015,2.5506,10.0,1.210213,0.0102,0.003,0.005,0.0005,0.005
DLZAC2640-281018,DLZAC2640,POZO SANTA BARBARA,3214,AGUANAVAL,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ACUÍFERO AGUANAVAL,SUBTERRÁNEO,POZO,23.01389,-103.19989,2018-10-26,157.56,319.0,80.376,262.0,0.025,0.0015,2.0667,10.0,1.334371,0.0125,0.003,0.005,0.0005,0.005
DLZAC2640-300820,DLZAC2640,POZO SANTA BARBARA,3214,AGUANAVAL,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ACUÍFERO AGUANAVAL,SUBTERRÁNEO,POZO,23.01389,-103.19989,2020-08-28,185.37,637.0,83.5548,387.2,0.025,0.0015,2.1518,10.0,1.520907,0.01,0.003,0.005,0.0005,0.005
DLZAC2641-160314,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2014-03-14,231.3,1752.0,837.1,1378.0,0.072,0.0015,0.557,1.0,2.093,0.0165,0.003,0.005,0.0005,0.005
DLZAC2641-150315,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2015-03-11,193.87,1422.0,755.12,1312.0,0.4727,0.0048,0.426064,2282.0,1.8561,0.01,0.003,0.005,0.0005,0.005
DLZAC2641-290516,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2016-08-16,231.08,1724.0,558.63,1264.0,0.4457,0.0049,0.5089,833.0,2.378847,0.016,0.003,0.005,0.0005,0.005
DLZAC2641-221017,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2017-10-09,226.72,1665.0,922.05,1538.0,0.06,0.0015,0.5119,74.0,1.77644,0.015,0.003,0.005,0.0005,0.005
DLZAC2641-200518,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2018-05-24,235.75,2420.0,1073.6,1904.0,0.0438,0.0015,0.5393,10.0,3.016335,0.0206,0.003,0.005,0.0005,0.005
DLZAC2641-161218,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2018-12-14,215.82,1390.0,993.786,1746.0,0.1511,0.00414,0.5505,10.0,1.976671,0.03084,0.003,0.005,0.0005,0.005
DLZAC2641-130920,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2020-09-10,179.58,1117.0,529.872,982.0,0.025,0.0015,0.4808,10.0,6.057694,0.0182,0.003,0.005,0.0005,0.005
DLZAC2641B-120921,DLZAC2641,MELCHOR OCAMPO,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MELCHOR OCAMPO,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.8328,-101.6368,2021-09-07,238.65,1731.0,1004.0,1793.2,0.025,0.0015,0.5083,10.0,5.588555,0.0206,0.003,0.005,0.0005,0.005
DLZAC2642-080215,DLZAC2642,MAZAPIL,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.63532,-101.54754,2015-02-03,195.04,704.0,319.0,488.0,0.0387,0.0015,0.219363,1.0,3.704821,0.0172,0.003,0.005,0.0005,0.005
DLZAC2642-290516,DLZAC2642,MAZAPIL,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.63532,-101.54754,2016-10-31,155.4,583.0,280.68,420.0,0.0808,0.0044,0.22031,1.0,1.821513,0.01,0.003,0.005,0.0005,0.005
DLZAC2642-200518,DLZAC2642,MAZAPIL,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.63532,-101.54754,2018-05-24,198.85,624.0,316.224,460.0,0.4543,0.1819,0.2722,1236.0,2.991879,0.0245,0.003,0.005,0.0005,0.005
DLZAC2642-161218,DLZAC2642,MAZAPIL,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.63532,-101.54754,2018-12-14,204.92,506.0,346.6559,480.0,0.05481,0.01772,0.2596,10.0,2.607139,0.02541,0.003,0.005,0.0005,0.005
DLZAC2642-130920,DLZAC2642,MAZAPIL,3218,CEDROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,ACUÍFERO CEDROS,SUBTERRÁNEO,POZO,24.63532,-101.54754,2020-09-10,163.155,609.0,268.92,443.6667,0.2008,0.0181,0.2562,145.0,1.552784,0.01,0.003,0.005,0.0005,0.005
DLZAC2643-161212,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2013-01-09,218.3,282.0,411.134,180.48,0.0607,0.0015,0.3525,3.0,2.6898,0.0269,0.003,0.005,0.0005,0.005
DLZAC2643-140713,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2013-07-11,214.12,828.0,428.974,529.92,0.0356,0.0015,0.3312,1.0,2.8175,0.0519,0.003,0.005,0.0005,0.005
DLZAC2643-020214,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2014-01-29,230.3,644.0,366.0,488.0,0.1492,0.004,0.38,132.0,2.106,0.0236,0.003,0.005,0.0005,0.005
DLZAC2643-080215,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2015-02-03,222.6,949.0,411.88,616.0,0.1914,0.0076,0.311094,1.0,2.810972,0.0355,0.003,0.005,0.0005,0.005
DLZAC2643-290516,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2016-06-23,213.84,845.0,407.04,540.0,0.0554,0.0015,0.2314,1.0,2.163458,0.0502,0.003,0.005,0.002508,0.005
DLZAC2643-200518,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2018-05-24,218.325,832.0,406.016,552.0,0.025,0.0015,0.5392,10.0,2.866715,0.047,0.003,0.005,0.0005,0.005
DLZAC2643-161218,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2018-12-14,213.64,710.0,400.0476,562.0,0.025,0.0015,0.3103,10.0,2.860065,0.05289,0.003,0.005,0.0005,0.005
DLZAC2643-130920,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2020-09-10,222.285,801.0,388.44,579.6667,0.025,0.0015,0.3292,20.0,2.78858,0.0347,0.003,0.005,0.0005,0.005
DLZAC2643-120921,DLZAC2643,CONCEPCION DEL ORO,3220,GUADALUPE GARZARON,CUENCAS CENTRALES DEL NORTE,ZACATECAS,CONCEPCIÓN DEL ORO,ACUÍFERO GUADALUPE GARZARON,SUBTERRÁNEO,POZO,24.55602,-101.34845,2021-09-07,221.45,942.0,388.0,563.8,0.025,0.0015,0.3071,10.0,2.704377,0.0413,0.003,0.005,0.0005,0.005
DLZAC2644-020214,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2014-01-29,310.1,1815.0,476.0,1060.0,0.0732,0.0015,0.98,131.0,1.484,0.0216,0.003,0.005,0.0005,0.005
DLZAC2644-080215,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2015-02-03,356.16,4313.0,755.11,2976.0,1.575,0.0153,1.066046,1.0,3.845349,0.1025,0.003,0.005,0.0005,0.005
DLZAC2644-290516,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2016-06-23,379.08,5210.0,720.46,2872.0,0.1579,0.0089,1.039,31.0,2.727615,0.1211,0.003,0.005,0.0005,0.005
DLZAC2644-221017,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2017-10-09,377.52,4820.0,743.787,2734.0,0.3521,0.0135,1.1392,216.0,3.04356,0.0613,0.003,0.005,0.0005,0.005
DLZAC2644-200518,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2018-05-24,360.8,4770.0,663.68,2624.0,0.0958,0.0033,1.241,52.0,3.587692,0.1065,0.003,0.005,0.0005,0.005
DLZAC2644-161218,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2018-12-14,360.79,3470.0,725.2689,2866.0,2.101,0.0143,1.1612,20.0,4.76623,0.11931,0.003,0.005,0.0005,0.005
DLZAC2644-130920,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2020-09-10,362.445,4110.0,663.336,2441.3333,0.9444,0.0177,1.1398,10.0,4.078962,0.0732,0.003,0.005,0.0005,0.005
DLZAC2644-120921,DLZAC2644,EL SALVADOR 2 (EL SALVADOR SAL008),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.52365,-100.86099,2021-09-07,355.825,4920.0,682.0,2763.6,0.4973,0.0115,1.1087,10.0,4.41581,0.1079,0.003,0.005,0.0005,0.005
DLZAC2645-020214,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2014-01-29,244.4,1503.0,749.0,1270.0,0.115,0.0021,0.66,110.0,6.941,0.01,0.003,0.005,0.0005,0.005
DLZAC2645-080215,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2015-02-03,238.5,1418.0,611.76,1168.0,0.0254,0.0015,0.666722,1.0,6.831914,0.01,0.003,0.005,0.0005,0.005
DLZAC2645-290516,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2016-06-23,246.24,1479.0,663.48,1212.0,0.0331,0.0015,0.59,1.0,6.351753,0.01,0.003,0.0068,0.0005,0.005
DLZAC2645-221017,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2017-10-09,135.2,1563.0,667.974,1344.0,0.025,0.0015,0.6591,10.0,7.19899,0.01,0.003,0.005,0.0005,0.005
DLZAC2645-200518,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2018-05-24,235.75,1630.0,683.2,1332.0,0.025,0.0015,0.7013,10.0,8.43139,0.01,0.003,0.005,0.0005,0.005
DLZAC2645-161218,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2018-12-14,248.52,1400.0,694.0913,1298.0,0.025,0.0015,0.649,10.0,9.635513,0.01,0.003,0.005,0.0005,0.005
DLZAC2645-130920,DLZAC2645,EL SALVADOR 1 (TANQUE NUEVO SAL003),3219,EL SALVADOR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,EL SALVADOR,ACUÍFERO EL SALVADOR,SUBTERRÁNEO,POZO,24.38432,-100.96738,2020-09-10,227.76,1807.0,808.752,1536.0,0.0779,0.0029,0.6064,10.0,10.577071,0.01,0.003,0.005,0.0005,0.005
DLZAC2646-160314,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2014-09-08,171.2,644.0,122.6,348.0,0.026,0.002,1.399,1.0,2.179,0.01,0.003,0.005,0.0005,0.005
DLZAC2646-130915,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2015-09-17,166.5,708.0,124.68,348.0,0.025,0.0015,1.409826,52.0,2.223239,0.01,0.003,0.005,0.0005,0.005
DLZAC2646-050616,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2016-08-24,178.76,396.0,128.28,368.0,0.0698,0.004,1.4086,1.0,2.526326,0.01,0.003,0.005,0.0005,0.005
DLZAC2646-221017,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2017-10-25,170.56,530.0,124.989,338.0,0.025,0.0018,1.2969,10.0,2.34564,0.0206,0.003,0.005,0.0005,0.005
DLZAC2646-030618,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2018-06-02,157.85,603.0,96.0,322.0,0.025,0.0015,1.6261,10.0,2.047642,0.0157,0.003,0.005,0.0005,0.005
DLZAC2646-041118,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2018-10-28,186.85,462.0,126.2707,330.0,0.0896,0.0015,1.3942,10.0,2.426283,0.0229,0.003,0.005,0.0005,0.005
DLZAC2646-010919,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2019-08-27,180.12,577.0,121.8601,382.0,0.025,0.0015,1.3775,10.0,2.566702,0.019,0.003,0.005,0.0005,0.005
DLZAC2646-060920,DLZAC2646,JAULAS DE ARRIBA,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.02965,-101.57321,2020-09-03,177.6,585.0,121.512,345.0,0.0406,0.0016,1.4074,41.0,2.635581,0.0151,0.003,0.005,0.0005,0.005
DLZAC2647-160314,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2014-03-12,151.5,458.0,92.7,382.0,0.099,0.002,1.526,30.0,1.935,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-150315,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2015-03-09,147.07,490.0,88.73,400.0,0.0338,0.0015,1.286462,1.0,1.663,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-050616,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2016-08-24,162.41,443.0,95.17,372.0,0.0752,0.0018,1.3655,1.0,2.186056,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-221017,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2017-10-11,165.36,481.0,94.254,366.0,0.025,0.0015,1.3408,10.0,1.82018,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-270518,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2018-06-02,173.225,502.0,117.12,322.0,0.2005,0.0034,1.6004,10.0,2.322459,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-041118,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2018-10-28,162.61,432.0,94.4418,340.0,0.0564,0.0015,1.3689,31.0,2.091286,0.0134,0.003,0.005,0.0005,0.005
DLZAC2647-010919,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2019-08-27,162.345,478.0,90.3637,366.0,0.025,0.0015,1.3701,10.0,2.399052,0.01,0.003,0.005,0.0005,0.005
DLZAC2647-060920,DLZAC2647,EL SITIO,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,21.97693,-101.65055,2020-09-03,155.4,488.0,73.704,355.3333,0.025,0.0015,1.3645,10.0,2.162512,0.01015,0.003,0.005,0.0005,0.005
DLZAC2648-160314,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2014-03-12,146.4,445.0,99.7,398.0,0.092,0.0015,2.48,31.0,2.098,0.0133,0.003,0.005,0.0005,0.005
DLZAC2648-150315,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2015-03-10,146.12,466.0,91.56,336.0,0.1563,0.0015,2.186761,1.0,1.9693,0.01,0.003,0.005,0.0005,0.005
DLZAC2648-050616,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2016-09-15,150.82,452.0,91.58,348.0,0.078,0.0027,2.3064,1.0,1.706174,0.0124,0.003,0.005,0.0005,0.005
DLZAC2648-221017,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2017-10-11,166.4,435.0,92.205,362.0,0.4651,0.0066,2.0494,10.0,2.12773,0.0125,0.003,0.005,0.0005,0.005
DLZAC2648-270518,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2018-06-02,154.775,474.0,61.0,324.0,0.025,0.0015,2.3077,10.0,2.057979,0.013,0.003,0.005,0.0005,0.005
DLZAC2648-041118,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2018-10-28,152.51,436.0,91.066,332.0,0.0484,0.0015,2.6328,10.0,2.084698,0.0234,0.003,0.005,0.0005,0.005
DLZAC2648-010919,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2019-08-27,152.865,428.0,92.6644,358.0,0.025,0.0015,2.1733,10.0,2.428646,0.01,0.003,0.005,0.0005,0.005
DLZAC2648-060920,DLZAC2648,EL OBRAJE,3231,PINOS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,ACUÍFERO PINOS,SUBTERRÁNEO,POZO,22.16702,-101.63465,2020-09-03,149.85,454.0,91.632,339.0,0.025,0.0015,2.1357,10.0,2.235563,0.01245,0.003,0.005,0.0005,0.005
DLZAC2649M1-280914,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2014-09-26,163.3,460.0,126.2,316.0,0.025,0.0015,1.175,1.0,3.886,0.01,0.003,0.005,0.0005,0.005
DLZAC2649M1-270915,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2015-09-18,168.84,399.0,120.85,304.0,0.025,0.0015,1.165152,20.0,3.789643,0.0123,0.003,0.005,0.0005,0.005
DLZAC2649M1-180916,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2016-10-09,181.65,391.0,119.7,292.0,0.025,0.0015,1.2405,1.0,3.614491,0.01,0.003,0.005,0.0005,0.005
DLZAC2649M1-230417,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2017-04-18,176.04,388.0,120.3268,256.0,0.025,0.0015,1.2217,1.0,3.63948,0.1082,0.003,0.0083,0.0005,0.005
DLZAC2649M1-130518,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2018-05-18,172.2,408.0,117.0,288.0,0.025,0.0015,1.2631,10.0,1.86929,0.0168,0.003,0.005,0.0005,0.005
DLZAC2649M1-161218,DLZAC2649M1,MIGUEL AUZA,3217,EL PALMAR,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,ACUÍFERO EL PALMAR,SUBTERRÁNEO,POZO,24.24546,-103.4338,2018-12-08,166.77,399.0,124.362,280.0,0.025,0.0015,1.1992,10.0,4.520476,0.0182,0.003,0.005,0.0005,0.005
